title,id,score,desc,short_desc,developer,thumbnail,url,price
metal gear solid v the phantom pain,287700,0.904946892623081,"Konami Digital Entertainment continues forth the ‘METAL GEAR SOLID V Experience’ with the latest chapter, METAL GEAR SOLID V: The Phantom Pain.  Ushering in a new era for the franchise with cutting-edge technology powered by the Fox Engine, MGSV: The Phantom Pain will provide players a first-rate gaming experience as they are offered tactical freedom to carry out open-world missions.

Nine years after the events of MGSV: GROUND ZEROES and the fall of Mother Base, Snake a.k.a. Big Boss, awakens from a nine year coma.  The year is 1984. The Cold War serves as the backdrop as nuclear weapons continue to shape a global crisis. Driven by revenge, Snake establishes a new private army and returns to the battlefield in pursuit of the shadow group, XOF.

The METAL GEAR SOLID team continues to ambitiously explore mature themes such as the psychology of warfare and the atrocities that result from those that engage in its vicious cycle.  One of the most anticipated games of the year with its open-world design, photorealistic visual fidelity and feature-rich game design, MGSV: The Phantom Pain will leave its mark as one of the hallmarks in the gaming industry for its cinematic storytelling, heavy themes, and immersive tactical gameplay.

Key Features:
- Open-World game design allowing players ultimate freedom on how to approach missions and overall game progression 
- Fox Engine delivers photorealistic graphics, thoughtful game design and true new-generation game production quality
- Online connectivity that carries the experience beyond the consoles to other devices to augment the overall functionality and access to the game.","Ushering in a new era for the METAL GEAR franchise with cutting-edge technology powered by the Fox Engine, METAL GEAR SOLID V: The Phantom Pain, will provide players a first-rate gaming experience as they are offered tactical freedom to carry out open-world missions.",['KONAMI'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/287700/ss_258e5c725ba2da8a2fc2ee779ae75ba4b0aac0c6.600x338.jpg?t=1690416673,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/287700/header.jpg?t=1690416673,29.99
mirrors edge,17410,0.9036081164628428,"Features Move yourself: String together an amazing arsenal of wall-runs, leaps, vaults and more, in fluid, acrobatic movements that turns every level of the urban environment to your advantage and salvation.                     Immerse yourself: In first person every breath, every collision, every impact is acutely felt. Heights create real vertigo, movements flow naturally, collisions and bullet impacts create genuine fear and adrenaline.                     Challenge yourself: Fight or flight. Your speed and agility allow you not only to evade, capture and perform daring escapes, but also to disable and disarm unwary opponents, in a mix of chase, puzzles, strategy and intense combat.                     Free yourself: Runner vision allows you to see the city as they do. See the flow. Rooftops become pathways and conduits, opportunities and escape routes. The flow is what keeps you running  what keeps you alive.Awards<img src="" />","In a city where information is heavily monitored, couriers called Runners transport sensitive data. In this seemingly utopian paradise, a crime has been committed, & you are being hunted. You are a Runner called Faith and this innovative first-person action-adventure is your story.",['DICE'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/17410/0000006705.600x338.jpg?t=1668566648,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/17410/header.jpg?t=1668566648,29.99
verdun,242860,0.9025363987016024,"Alpine Warfare in Isonzo!Take part in fierce battles on the Italian Front with Isonzo! the GameThe game takes place on the Western Front between 1914 and 1918, in one of the bloodiest conflicts in world history - inspired by the infamous Battle of Verdun in 1916. Verdun is the first multiplayer FPS set in a realistic World War One setting, the game which started the WW1 Game series. The vicious close quarters nature of trench warfare means that skill with a bayonet can be as vital as good aim with a rifle.Verdun key features include:Experience World War One gameplay:  Accurate weaponry with realistic bullet physics, skill based weapon handling, poisonous gas with a claustrophobic gas mask experience, horrendous gore effects, and ferocious artillery barragesTactical squad-based FPS:  15 distinctive squad types representing soldiers from 5+ countries, each with distinct weapons and equipmentTrue trench warfare: Real-time dynamic frontline with momentum based attack and counter-attack gameplayAuthentic World War 1 setting: Typical WW1 music and style, historical battlefields representing the most active parts of the Western FrontChallenging game modes:  team-based Frontlines, tactical Attrition, skill-based Rifle Deathmatch, and relentless Squad DefenseWW1 on the Western FrontAuthentic World War One SettingTannenberg set on the Eastern Front, and  Isonzo, which is set on the Italian Front. These authentic WW1 shooters let players choose from a range of squads from across the war, as they fight for control of the ever-changing frontlines.<img src="" />",Merciless trench warfare immerses you and your squad in intense battles of attack and defense. Verdun is the first multiplayer FPS set in an authentic World War One setting offering a rarely seen battlefield experience.,['BlackMill Games'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/242860/ss_d4c34aed4d9d3bf6eaf665621fdb49de602c676f.600x338.jpg?t=1709541266,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/242860/header.jpg?t=1709541266,19.99
beat hazard,49600,0.9019371127193736,"Beat Hazard 3 - Out Now! the GameWorkshop: Shadow Operations DLC is required create and access workshop contentWelcome to a new experience in gameplay mechanics: Beat Hazard Gameplay Powered by YOUR Music!Experience your music collection like never before with this intense music driven arcade shooter. Each of your songs will have its own unique ebb and flow based on the music. Power up your spaceship and watch as the music boosts your firepower. Unleash hell on the enemy ships when you max out with weapon pickups!Beat Hazard seamlessly mixes the love of gaming and music. Together they become greater than the sum of their parts.Unique music driven gameplay Gameplay possibilities as vast as your music collection Can you last a whole album in Survival Mode? Go Head to Head in local 2 player mode Or play local 2 player Co-op 25 Steam achievements Compete against friends on Steam leader boards Get real time updates via the in game News System Take on huge boss ships Power up and unleash the deadly Beat Hazard weapon Rank up to an Elite rated pilot and beyond (Can you survive Suicidal mode?) Includes a kicking rock album to get you started File types supported: mp3/wav/aiff/ogg/mwa/flac iTunes, aac, mp4 and m4a support via a download for a small fee (to cover patented decoder licensing costs) LastFM Scrobble support Now also support Internet Radio in all modes, including online ",Experience your music collection like never before with this intense music driven arcade shooter. Each of your songs will have its own unique ebb and flow based on the music.,['Cold Beam Games'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/49600/ss_3cf92e546ab5aaee6fa6330254e693f412ec7f1e.600x338.jpg?t=1716281252,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/49600/header.jpg?t=1716281252,9.75
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,0.9019371127193736,"It’s the hottest summer on record, and all across Europe, valuable objects are disappearing.

Museum curators unlock cabinets and find precious artefacts stolen. Wealthy mansion owners wake up to see their priceless paintings have vanished from the walls.

One thing’s clear: a master thief is touring the continent and the police are left scratching their heads.

In this 15 minute game by Crows Crows Crows, a team led by William Pugh (The Stanley Parable), slip into the soft-soled shoes of the mastermind responsible…

… silently cross the darkened lawn of the mansion…

… hold tight to the tranquiliser gun in your pocket, and commit the most audacious heis--

oh god I can’t do this any more, i’m joining the strike. i didn’t want to -  i honestly didn’t want to, but it’s gone too far

i’m supposed to be writing the steam store description and that’s it, that’s my job, but because of the understaffing i’ve been told i need to work in the lighting department too and it’s only a matter of time before i’m re-assigned to wildlife preparation

and everybody knows that working for wildlife preparation is mostly about trying very hard not to be eaten by the tiger

so that’s it, i’m joining the picket. if they want somebody else to finish the description, that’s their problem

i’m out.


- tina","A 15 minute heist game by Crows Crows Crows & Directed by William Pugh (The Stanley Parable). Slip into the soft-soled shoes of the mastermind responsible for the greatest heist- oh god I can’t do this any more, i’m joining the strike. good luck writing the steam description. -tina",['Crows Crows Crows'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/409160/ss_e5cf6f603efe07f698340a551171d0e49106b7e1.600x338.jpg?t=1565696316,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/409160/header.jpg?t=1565696316,4.99
the witcher enhanced edition directors cut,20900,0.9019371127193736,"Check out other games from CD PROJEKT RED href="" target=""_blank"" rel=""""  id=""dynamiclink_1"" > href="" target=""_blank"" rel=""""  id=""dynamiclink_2"" > out other games from CD PROJEKT RED href="" target=""_blank"" rel=""""  > href="" target=""_blank"" rel=""""  > the GameThe Witcher is a role-playing game set in a dark fantasy world where moral ambiguity reigns. Shattering the line between good and evil, the game emphasizes story and character development, while incorporating a tactically-deep, real-time combat system.Become The Witcher, Geralt of Rivia, and get caught in a web of intrigue woven by forces vying for control of the world. Make difficult decisions and live with the consequences in a game that will immerse you in an extraordinary tale like no other.KEY FEATURESGERALT OF RIVIA: A ONE-OF-A-KIND PROTAGONISTTake on the role of Geralt of Rivia: a charismatic swordmaster and professional monster slayer.Choose from over 250 special abilities, combat skills and magical powers to build a character best suited to your style of play.Enter a harsh fantasy world inspired by the writings of renowned Polish author Andrzej Sapkowski, where nothing is truly black or white, right or wrong.NON-LINEAR STORYLINEImmerse yourself in an epic narrative full of turns, twists and ambiguous moral decisions which have real impact on the storyline.Accomplish quests in a variety of ways and see how the narrative culminates in one of three different endings depending on your actions.STUNNING TACTICAL ACTIONEngage in elaborate, yet intuitive real-time combat based on real medieval sword-fighting techniques.Battle using six combat styles, dozens of potions, complex alchemy system, modifiable weapons and powerful magic which all add tactical depth to the fluid real-time experience.Motion capture performed by medieval fighting experts at Frankfurt's renowned Metric Minds studio, resulting in 600 spectacular and authentic in-game combat animations.ABOUT THE WITCHER: ENHANCED EDITIONThe Witcher: Enhanced Edition takes all of the acclaimed gameplay that garnered the original game more than 90 industry awards and introduces a number of gameplay and technical improvements.Superior dialogue and cutscenes: Over 5000 rewritten and re-recorded lines of dialogue in English, completely redone German language version, as well as over 200 new gesture animations create a more consistent experience and make characters behave more believably in dialogue and cutscenes.Enhanced inventory: A separate sack for alchemy ingredients, as well as a simple sort-and-stack function streamline item organization and usage.Technical improvements: Numerous technical enhancements feature greatly reduced loading times, improved stability, combat responsiveness, faster inventory loading, an option to turn auto-saving on or off, and more.Character differentiation system: The system randomizes the appearance of dozens of in-game models in order to add more variety to monsters and NPCs.The Witcher Enhanced Edition comes with these bonus items:An interactive comic bookD'jinni Adventure EditorTwo new adventures offering 5+ hours of gameplayOfficial Soundtrack“Music Inspired by The Witcher” album“Making of” videosOfficial Game GuideTwo maps of The Witcher's world","Become The Witcher, Geralt of Rivia, a legendary monster slayer caught in a web of intrigue woven by forces vying for control of the world. Make difficult decisions and live with the consequences in a game that will immerse you in an extraordinary tale like no other.",['CD PROJEKT RED'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/20900/ss_65cf24359fc027e3fed0cc83aa3468ac9721e552.600x338.jpg?t=1700481839,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/20900/header.jpg?t=1700481839,7.99
spookys jump scare mansion,356670,0.9019371127193736,"Can you survive 1000 rooms of cute terror? Or will you break once the cuteness starts to fade off and you're running for your life from the unspeakable hideous beings that shake and writhe in bowels of this house? They wait for you, they wait and hunger for meeting you. They long to finally meet you and show you how flexible your skin can be after it has soaked in blood. Will you brave this journey, will you set to beat the impossible, the insane, and the incorporeal?","Can you survive 1000 rooms of cute terror? Or will you break once the cuteness starts to fade off and you're running for your life from the unspeakable hideous beings that shake and writhe in bowels of this house? They wait for you, they wait and hunger for meeting you.",['Lag Studios'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/356670/ss_4a462d44b7a4690785417fc32849ffad76aa5ee2.600x338.jpg?t=1572974273,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/356670/header.jpg?t=1572974273,4.99
napoleon total war,34030,0.9019371127193736,"History is as yet unwrittenFrom the early Italian campaign to the battle of Waterloo, Total War: NAPOLEON covers two decades of relentless battles, a backdrop of a world in flames against which the story of an extraordinary military career unfolds. Whether you play as the legendary general or against him, the outcome of war can never be guaranteed. The course of history relies on your ability to lead your troops through the most intense battles as never seen before in a Total War game.About The Peninsular CampaignThe Peninsular Campaign is an independent campaign based on the conflict in the Spanish Peninsula between 1811 and 1814. It was during this era that the Spanish resistance gave their style of fighting its name: Guerrilla, or the “little war”.Play the campaign from three different perspectives, each with a unique feel:•	The French fight to keep resistance at bay while converting regions to their political alignment.•	The British are very limited for regions at the start but receive enough income from Northern Europe and North America that they can afford to liberate regions back to the Spanish in return for Guerrilla aid.•	The Spanish also have a limited starting position but have permanent access to Guerrillas for effective battlefield use against the French. Choose one of the three nations involved - France, Great Britain or Spain - and experience one of the most intense conflicts of the Napoleonic era.Key Features:•	A new and independent Iberian Peninsula campaign map featuring 32 controllable regions.•	5 new Guerrilla unit types, recruitable by all nations, adept at battlefield stealth and with the added ability to deploy outside of their faction's deployment zones: Tiradores (Skirmisher Infantry), Cazadores, Lanceros (Lancer Cavalry), Husares (Light Cavalry), Leader (General). •	28 new units in total, spread across the three playable nations including the British 95th Rifles, the French Vistula Uhlans and the Spanish Coraceros Espanoles. •	Two new agents to enforce political conversion: •	Provocateurs (French and British nations only) have the ability to promote anti-opposition sentiment in regions, incite unrest, decreases turn time for research and passively spy.•	Priests (Spanish and Portuguese nations only) have the ability to promote anti-opposition sentiment in regions and incite unrest.•	A new Guerrillero agent for the Spanish nation: similar to a Spy but with the new ability to Harass enemy armies - lock them in place for a turn and cause them attrition.•	Political Alignment system which sees the French battle to increase pro-French sentiment throughout the peninsula.About Coalition Battle PackThe Coalition Battle Pack features 6 brand new units and contains the Battle of Friedland fought between France and Russia.The Battle of Friedland (14 June, 1807) with Napoleon's empire at its height, he took a chance and defeated Russia in detail, knocking them out of the war and bringing the Fourth Coalition to an end.Unit Descriptions: •	Lifeguard Hussars: This fast light cavalry unit is best used for dealing with skirmishers and artillery who can attack from long range.•	Coldstream Guards: Disciplined, well-trained and respected, these elite foot guards inspire nearby troops in battle. •	Archduke Charles' Legion: This highly-disciplined line infantry regiment excels at weapons drill and accuracy.•	Luetzow's Freikorps: Swift light cavalry, the riders of Luetzow’s Freikorps are excellent in melee and on the charge.•	Life Hussars: Sabre-armed light cavalry, the Life Hussars are powerful on the charge and effective in melee combat.•	Semenovski Lifeguard: Immaculately turned out, these elite guards have excellent morale and are superb when used against skirmish troops and artillery.About Heroes of the Napoleonic WarsThese exclusive elite units become available on the campaign map once you have made a specific technological advancement or own the relevant territory.They will appear in both single and multiplayer game modes.•	7th Lancers (France) •	Brandenburg Uhlans (Prussia) •	1st Hussars (Austria) •	15th Hussars (Great Britain) •	1st East Prussian Grenadier Battalion (Prussia) •	6th Regiment d'Infanterie Légère (France)•	17th Jäger Regiment (Russia)•	1st Regiment Emperor's Own (Austria)•	18th Regiment d'Infanterie de Ligne ""The Brave"" (France) •	Moscow Musketeers (Russia)About Imperial Eagle PackThese exclusive elite units become available on the campaign map once you have made a specific technological advancement or own the relevant territory.They will appear in both single and multiplayer game modes.•	Grand Battery of the Convention (France) •	HMS Elephant (Great Britain) •	Towarczys (Prussia) •	Royal Scots Greys (Great Britain) •	5e Regiment de Hussards (France) •	Pavlograd Hussars (Russia) •	8th Life Regiment (Prussia) •	47th (Czech) Regiment (Austria) •	88th Foot “Connaught Rangers” •	Archduke Ferdinand Cuirassiers (Austria)•	Lifeguard Cossacks (Russia)","Complete your Total War collection with this Definitive Edition of Total War: NAPOLEON, which includes all DLC and feature updates since the game’s release","['CREATIVE ASSEMBLY', 'Feral Interactive (Mac)']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/34030/ss_bfed43a65786e3b004a5befb7fac5390f4390be0.600x338.jpg?t=1668768417,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/34030/header.jpg?t=1668768417,9.99
the elder scrolls iv oblivion game of the year edition,22330,0.9019371127193736,"The Elder Scrolls IV: Oblivion® Game of the Year Edition presents one of the best RPGs of all time like never before. Step inside the most richly detailed and vibrant game-world ever created. With a powerful combination of freeform gameplay and unprecedented graphics, you can unravel the main quest at your own pace or explore the vast world and find your own challenges. 					Also included in the Game of the Year edition are Knights of the Nine and the Shivering Isles expansion, adding new and unique quests and content to the already massive world of Oblivion. See why critics called Oblivion the Best Game of 2006.					Key features: Live Another Life in Another World  					Create and play any character you can imagine, from the noble warrior to the sinister assassin to the wizened sorcerer.   First Person Melee and Magic  					An all-new combat and magic system brings first person role-playing to a new level of intensity where you feel every blow.   Radiant AI  					This groundbreaking AI system gives Oblivion's characters full 24/7 schedules and the ability to make their own choices based on the world around them. Non-player characters eat, sleep, and complete goals all on their own.   New Lands to Explore  					In the Shivering Isles expansion, see a world created in Sheogorath's own image, one divided between Mania and Dementia and unlike anything you've experienced in Oblivion.   Challenging new foes  					Battle the denizens of Shivering Isles, a land filled with hideous insects, Flesh Atronachs, skeletal Shambles, amphibious Grummites, and many more.   Begin a New Faction 					The Knights of the Nine have long been disbanded. Reclaim their former glory as you traverse the far reaches of Cyrodill across an epic quest line.  ","The Elder Scrolls IV: Oblivion® Game of the Year Edition presents one of the best RPGs of all time like never before. Step inside the most richly detailed and vibrant game-world ever created. With a powerful combination of freeform gameplay and unprecedented graphics, you can unravel the main quest at your own pace or explore the vast...",['Bethesda Game Studios'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/22330/0000009037.600x338.jpg?t=1712869953,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/22330/header.jpg?t=1712869953,14.99
hotline miami 2 wrong number,274170,0.9019371127193736,"Hotline Miami 2: Wrong Number | Digital Comics the GameHotline Miami 2: Wrong Number is the brutal conclusion to the Hotline Miami saga, set against a backdrop of escalating violence and retribution over spilled blood in the original game. Follow the paths of several distinct factions – each with their own questionable methods and uncertain motivations – as unforeseen consequences intersect and reality once again slips back into a brilliant haze of neon and bloodshed.Blistering combat against punishing opposition will require intense focus as new variables, weapons, and methods of execution are introduced throughout the struggle. Let the striking colors of an unmistakable visual style wash over as you meticulously cut down those that would stand between you and the ultimate meaning behind the massacre. This is the finale, this is the unquestionable end.Relentless Hostilities: Adjust combat techniques as the narrative shifts between factions and brings unique variations to a familiar approach along with new weapons, movements, and melee attacks.Enthralling Soundtrack: Over forty pounding tracks from dozens of artists punctuate the savage conflict and bring the larger scale of your actions into focus. New artists join returning favorites like M|O|O|N, Perturbator, Jasper Byrne, Scattle, and El Huervo for an incredible audio massacre. Custom Level Editor: Design custom levels using characters, enemies, weapons and music tracks from the game and share your creations with others online via Steam Workshop. [COMING SOON]Hotline Miami 2: Wrong Number Digital Special EditionThe Hotline Miami 2: Wrong Number Digital Special Edition includes the Hotline Miami 2 Wrong Number Remix EP featuring six remixed tracks from M|O|O|N, Scattle, and Carpenter Brut. ***Please note that the Hotline Miami 2: Wrong Number Digital Special Edition does not include the full soundtrack. The full soundtrack is a separate purchase and includes all 49 tracks with the proceeds going to the artists themselves.***Hotline Miami 2: Wrong Number Payday 2 PacksThe Hotline Miami 2: Wrong Number Digital Special Edition also includes free access to the Payday 2 ""Jacket Character Pack"" that includes the character items and weapons below.","Hotline Miami 2: Wrong Number is the brutal conclusion to the Hotline Miami saga, set against a backdrop of escalating violence and retribution over spilled blood in the original game.",['Dennaton Games'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/274170/ss_b2a76d2c605c7e54bf3e2ba43f835698d0bd6441.600x338.jpg?t=1710762910,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/274170/header.jpg?t=1710762910,19.49
interstellar marines,236370,0.9014404171503034,"Interstellar Marines is an immersive tactical sci-fi First Person Simulator in the making, offering a unique blend of tactical gameplay, dynamic environments and non-scripted AI. Play Singleplayer or Co-op/PvP on servers around the world. Interstellar Marines is inspired by movies such as Aliens, Starship Troopers and Saving Private Ryan; and games such as Half-Life, Deus Ex, System Shock 2, and Rainbow Six 3: Raven Shield.Interstellar Marines is all about evolving the FPS recipe with the inspirations we've assimilated since the birth of the genre. Our goal is an evolutionary leap forward driven by our compulsive interest in science fiction, role-playing, military realism, and respect for first person immersion.Interstellar Warfare InitiativeIt is the dawn of the 22nd century, a time of great hopes and expectations. The discovery of a new and inexhaustible well of power known as Zero Point Energy has revolutionized space travel. Man has escaped the confines of Mother Earth, and gone on to colonize the solar system.But far away from public awareness an ambitious military project has already taken Man beyond the final frontier, and into the regions of the stars. The powerful Interplanetary Treaty Organization, ITO, is secretly constructing the first human settlement in another star system.You are a special forces soldier training to join the Interstellar Marines, a  part of the secret Interstellar Warfare Initiative being established to protect humanity against potential threats from the confines of the unknown universe. It's time to evaluate the Interstellar Warfare Initiative and program evaluations are taking place at The Vault, ITO’s most advanced military facility on Earth enclosed deep beneath Groom Lake, Nevada. Supervised by SARA, ITO’s central neural network AI, SARA will program artificial weather and advanced combat training robots to test each warfare initiative to the limits.This is where the game begins ...7 Singleplayer/Co-op MissionsPlay 5 co-op and single-player missions against unscripted AI with dynamic environment effects or two pivotal missions inside the Interstellar Marines universe, The NeuroGen Incident and Assault on Starcrown Aerospace. Play singleplayer or co-op with up to three friends in intense action with more co-op and singleplayer missions to come!Wargames (Sandbox Combat Arena)Unique sandbox combat arena in the making. Wargames is played across 9 distinct interconnected environment zones allowing 64 players to join in the scavenge for combat points, playing alone or in co-op. We have a special Wargames Steam Leaderboard which tracks Combat Points globally, monthly, and survivors of Wargames.9 Unique Multiplayer Maps Across 3 Game ModesTake your friends out in Deadlock, Deathmatch, and Team Deathmatch on maps featuring dynamic environment effects such as time of day, rain, thunder and lightning, emergency lighting, fire alarms, moving platforms etc.Realistic SimulationWith a physics-based dynamic character controller there are no floating hands, and you can even see your feet! The physically present combat helmet has a HUD projected onto the visor and is affected by dust, rain, fogging, and damage. Aim down the sight for the long shots and use the tactical laser to assist aim when hip firing, as there are no artificial crosshairs to break immersion. Use the intuitive crouch and cover system; spacebar (default) peeks over cover, and looking down leans you forward to see over ledges. You can also shoot out the lights and prowl in darkness, or use the tactical flashlight if you’re afraid of the dark.We hope you enjoy the game, and look forward to developing it with you as we progress through Early Access!FOR THE LOVE OF THE GAME,Your team at Zero Point Software","UPDATE 28 AVAILABLE - Interstellar Marines is an immersive tactical sci-fi First Person Simulator in the making, offering a unique blend of tactical gameplay, dynamic environments and non-scripted AI. Play Singleplayer or Co-op/PvP on servers around the world.",['Zero Point Software'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/236370/ss_1ee9fde30a3056f2aee2bf1762286cad04a3c83c.600x338.jpg?t=1579498657,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/236370/header.jpg?t=1579498657,7.99
tribes ascend,17080,0.9008141488240846,"Tribes: Ascend is the world’s fastest shooter - a high-adrenaline, online multiplayer FPS with jetpacks, skiing, vehicles, and multiple classes. The classic shooter franchise Tribes has been played by well over 1 million people. With Tribes: Ascend, the franchise is reborn – fast-paced, vertical, acrobatic combat combined with class-based teamwork and stunning sci-fi visuals.Key Features:Skiing: A slow soldier is a dead soldier. By holding down space bar you remove friction and build momentum to traverse large maps, hunt down targets, and escape enemy territory at intense speeds.Jetpacks: Total freedom of movement and aerial, dog-fight like combat. Class-Based Combat: Unlock up to nine distinct classes, each with unique weapon loadouts and abilities.Player Progression: As you play a class you gain experience which is used to unlock class-specific skills and perks. You can also share the xp gained while playing a favorite class to progress other classes.Escalating Intensity: In each match you earn credits for shooting down enemies or supporting your team’s objectives. Use these match credits to upgrade base defenses, access vehicles, or call-in tactical strikes. The longer you play, the more chaotic the match becomes.Vehicles: Pilot the powerful Beowulf tank, the speedy two-person Grav Cycle or the versatile flying Shrike. Beautiful, Massive Battlefields: Wage war in a variety of open environments including frozen wastelands, sprawling cities, and jagged mountains.Don’t Fight Alone: Friend-list allows you to link up with others and establish supremacy online Free To Play... but not pay to win: All items affecting game play can be earned by playing the game itself. Players can purchase optional Tribes Gold to unlock classes more quickly and/or skills more quickly. Players will also be able to purchase cosmetic skins with Tribes Gold.Spectator Mode: Highly-detailed spectator mode allows you to zoom in on your favorite players, view player data, and switch between action hot spots on the fly. ",This edition packages weapon DLC from ten previous expansions as well new featured content.,['Hi-Rez Studios'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/17080/ss_ddc5b2f33a925e1c5f54eff4cdddf466a29352b0.600x338.jpg?t=1531277569,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/17080/header.jpg?t=1531277569,4.99
lego marvel super heroes,249130,0.8990870056012882,"LEGO® Marvel™ Super Heroes features an original story crossing the entire Marvel Universe. Players take control of Iron Man, Spider-Man, the Hulk, Captain America, Wolverine and many more Marvel characters as they unite to stop Loki and a host of other Marvel villains from assembling a super-weapon capable of destroying the world. Players will chase down Cosmic Bricks as they travel across LEGO Manhattan and visit key locations from the Marvel Universe, such as Stark Tower, Asteroid M, a Hydra base and the X-Mansion.Smash, swing  and fly in the first LEGO videogame featuring more than 100 of your favorite Super Heroes and Super Villains from the Marvel Universe, including  Iron Man, Wolverine, the Hulk, Spider-Man, Captain America, Black Widow, Loki and Deadpool.Help save Earth as your favorite Marvel character with your super-cool strengths and abilities:  Iron Man flies, hovers, shoots missiles and unleashes a powerful unibeam directly from his chest.Spider-Man shoots webs, uses his spider-senses to spot objects invisible to others, crawls up walls and, of course, web-slings. Captain America throws his mighty shield at objects and enemies, embeds it into a wall to create a platform, and protects himself from damage. Hulk smashes!Perform new and powerful moves as “BIG-fig” characters like Hulk and Abomination.  Leave a path of destruction as you smash through LEGO walls and throw cars using hyper strength.Discover LEGO Manhattan like never before, and travel to iconic locations from the Marvel Universe, such as the X-Mansion, Asteroid M and Asgard.Create unique Super Heroes with customizable characters.Enjoy an exciting original story, filled with classic LEGO videogame adventure and humor.","LEGO® Marvel™ Super Heroes features an original story crossing the entire Marvel Universe. Players take control of Iron Man, Spider-Man, the Hulk, Captain America, Wolverine and many more Marvel characters as they unite to stop Loki and a host of other Marvel villains from assembling a super-weapon capable of destroying the world.","[""Traveller's Tales""]",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/249130/ss_ae02f99f0c999910d7615adc299ebeb311882b8e.600x338.jpg?t=1681924166,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/249130/header.jpg?t=1681924166,19.99
goat simulator,265930,0.8990475635502415,"Goat Simulator is the latest in goat simulation technology, bringing next-gen goat simulation to YOU. You no longer have to fantasize about being a goat, your dreams have finally come true! WASD to write history.Gameplay-wise, Goat Simulator is all about causing as much destruction as you possibly can as a goat. It has been compared to an old-school skating game, except instead of being a skater, you're a goat, and instead of doing tricks, you wreck stuff. Destroy things with style, such as doing a backflip while headbutting a bucket through a window, and you'll earn even more points! Or you could just give Steam Workshop a spin and create your own goats, levels, missions, and more! When it comes to goats, not even the sky is the limit, as you can probably just bug through it and crash the game.DisclaimerGoat Simulator is a completely stupid game and, to be honest, you should probably spend your money on something else, such as a hula hoop, a pile of bricks, or maybe pool your money together with your friends and buy a real goat.Key FeaturesYou can be a goatGet points for wrecking stuff - brag to your friends that you're the alpha goatSteam Workshop support - make your own goats, levels, missions, game modes, and more!MILLIONS OF BUGS! We're only eliminating the crash-bugs, everything else is hilarious and we're keeping itIn-game physics that bug out all the timeSeriously look at that goat's neckYou can be a goatMac and Linux DisclaimerThe Mac and Linux ports are still in Beta. Expect problems. We're working on fixing them asap!",Goat Simulator is the latest in high-tech Goat Simulation technology.,['Coffee Stain Studios'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/265930/ss_0f0e9008ba21b5eed106147cdc355d3c7bad683a.600x338.jpg?t=1710940224,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/265930/header.jpg?t=1710940224,9.75
