steam_id,game_list,play_time_recommend
741,"['205790', '730', '113200', '13210', '50300', '107410', '221100', '219640', '232210', '33910', '33930', '65700', '65720', '219540', '224580', '207570', '219150', '95300', '203810', '220780', '209080', '203160', '113020', '65790', '17470', '47780', '107100', '63380', '104900', '240', '4000', '218620', '211420', '222880', '9480', '55230', '206420', '20920', '211440', '212180', '307290', '230410', '550', '223530', '238460', '204100', '16450', '21090', '21100', '21110', '21120', '8980', '49520', '3900', '3910', '3920', '3990', '7600', '7670', '8800', '8850', '8870', '8930', '16810', '34440', '34450', '34460', '50130', '57900', '65930', '67370', '200510', '244070', '244090', '409710', '409720', '1250', '35420', '265930', '360640', '234670', '272510', '6850', '6860', '6900', '203140', '205930', '247430', '400', '620', '216150', '17410']",
742,"['1520', '3830', '3910', '3920', '4000', '6850', '6860', '6910', '6920', '6980', '1700', '6300', '6310', '7600', '2400', '2420', '2430', '4540', '4550', '475150', '4560', '228200', '2270', '9000', '9010', '2280', '2310', '2320', '2200', '2330', '2340', '2350', '9030', '9040', '2360', '2370', '2390', '9060', '7670', '409710', '4500', '220', '320', '340', '360', '380', '400', '420', '12140', '12150', '8500', '15230', '8200', '8210', '8220', '8240', '8250', '8260', '8270', '8280', '8290', '8300', '16710', '7760', '20510', '17460', '17470', '22120', '22140', '22180', '7830', '22330', '22320', '22340', '9870', '3720', '17390', '17440', '24720', '6060', '6000', '20530', '37400', '37420', '25990', '73230', '32370', '38460', '6020', '6030', '32380', '32390', '32400', '20500', '41500', '20900', '11450', '12710', '12810', '550', '223530', '24400', '41900', '37000', '45300', '24980', '41700', '23450', '40100', '33230', '43110', '8190', '49900', '49600', '31220', '31230', '31240', '31250', '31260', '3900', '34440', '3990', '34450', '8800', '34460', '42890', '42650', '33910', '33930', '219540', '24780', '42960', '50130', '31280', '70300', '8930', '32360', '32460', '23490', '57600', '6120', '67000', '46290', '46340', '46360', '9500', '18700', '31270', '58200', '70400', '48950', '1250', '35420', '15700', '15710', '15740', '15750', '31290', '94500', '94510', '94520', '94530', '39120', '34270', '47780', '63200', '620', '64000', '46460', '4700', '4760', '10500', '34030', '34330', '12900', '15500', '15520', '15540', '18500', '26500', '35460', '38700', '38720', '40800', '57300', '63700', '70000', '73020', '97100', '72200', '28050', '96200', '20920', '105600', '98200', '91700', '21090', '21110', '21120', '97000', '42910', '98800', '107300', '107310', '22230', '33520', '33530', '57690', '55150', '96100', '70420', '33460', '48000', '107100', '109700', '35450', '236830', '98600', '24240', '9350', '9420', '113200', '201760', '71340', '94200', '1500', '1510', '1530', '201290', '48240', '25890', '42990', '202200', '35720', '203810', '300', '105450', '80330', '65300', '200940', '203770', '102840', '67370', '22380', '58610', '41070', '200330', '15200', '15210', '15240', '48110', '207320', '203750', '207490', '204880', '204060', '207530', '22100', '48700', '48720', '209370', '203630', '207610', '211600', '211740', '94300', '205910', '208140', '4570', '4580', '9310', '9450', '15620', '20570', '56400', '206440', '214340', '98400', '211420', '207370', '207380', '207400', '202170', '213120', '208580', '215670', '211260', '214830', '200260', '214970', '204360', '205950', '205230', '217690', '219150', '200510', '215510', '219640', '232210', '223220', '215470', '4920', '220460', '223470', '220240', '219740', '322330', '220780', '213610', '45740', '45770', '214510', '223510', '223430', '227000', '227200', '219680', '228280', '221810', '227720', '212480', '227300', '209540', '219890', '223810', '223870', '231140', '231200', '206210', '207230', '208090', '212070', '218230', '230410', '236390', '238960', '209870', '262410', '265630', '256410', '264380', '227220', '224820', '229660', '221380', '220660', '233860', '227080', '230050', '233390', '233450', '209060', '227680', '225140', '233470', '222660', '234710', '113020', '222750', '234650', '233270', '234160', '220200', '238210', '43160', '222730', '230190', '236090', '206190', '230820', '223830', '242760', '242860', '242880', '242920', '233250', '243220', '233610', '231430', '239800', '238240', '244710', '244770', '244810', '244850', '244870', '225160', '234390', '246700', '246720', '247020', '239030', '242550', '244730', '214560', '248310', '248820', '218620', '236850', '239820', '245280', '232810', '422420', '239200', '239700', '206420', '250260', '250380', '250500', '250620', '250900', '251060', '251510', '252250', '252450', '252630', '252830', '253750', '236450', '231310', '233130', '255520', '247240', '242960', '243040', '255710', '247660', '245620', '242050', '238910', '257350', '257710', '245390', '259060', '259390', '259680', '246090', '94400', '221910', '260790', '261030', '252730', '259940', '259960', '259980', '260000', '260020', '260040', '260060', '261470', '233700', '261760', '262280', '262390', '262830', '40950', '263040', '263280', '367690', '263400', '264080', '265690', '265930', '233150', '266840', '211820', '367540', '226840', '249050', '268650', '269670', '271240', '232790', '237990', '273070', '274170', '274190', '274250', '274310', '222880', '237870', '275100', '349740', '275570', '277890', '278080', '280560', '281200', '235210', '281860', '282900', '283230', '283680', '283840', '285900', '286160', '247080', '236430', '270310', '287260', '287450', '287580', '287980', '288160', '236150', '288370', '288470', '246680', '290770', '223410', '261510', '293740', '294100', '201810', '226860', '294440', '343800', '343820', '294860', '295790', '224480', '289130', '298180', '238460', '237930', '300550', '286690', '287390', '301460', '301520', '301970', '302690', '244160', '303430', '304650', '63380', '302380', '308270', '240760', '259130', '404730', '311010', '311340', '311870', '274290', '291480', '312990', '313010', '314660', '255070', '315670', '316790', '205020', '205790', '207170', '251730', '243970', '65980', '319510', '322290', '322500', '265550', '16700', '40970', '232890', '323580', '214490', '297120', '307690', '323220', '245490', '256290', '260230', '208750', '327500', '327520', '246070', '268050', '274940', '298110', '305620', '332800', '282070', '333950', '349110', '335000', '336930', '283820', '338760', '339350', '336610', '335670', '345750', '345820', '346010', '2800', '2810', '2820', '2840', '2850', '2870', '201310', '347160', '349680', '350070', '352790', '354140', '350080', '351640', '355950', '356040', '334070', '356570', '297130', '358090', '356270', '356290', '359230', '360740', '361300', '365450', '274270', '366080', '314680', '354430', '355250', '361670', '361690', '346940', '373770', '359320', '377080', '377860', '3700', '238090', '383270', '383790', '384110', '384630', '345390', '386700', '388880', '287700', '234140', '391540', '393360', '397570', '404690', '330820', '405980', '368230', '496300', '397550', '410700', '410710', '421030', '427520', '367500', '281610', '374320', '448160', '450500', '275850', '281990', '461560', '337000', '379720', '495890', '502940', '517910', '324810']","['223470', '325610', '385730', '429570', '9450']"
743,"['300', '4000', '4560', '228200', '9340', '20540', '17390', '24720', '25890', '24780', '31280', '8930', '70000', '63380', '204300', '219640', '232210', '231140', '99900', '230410', '234310', '236390', '263500', '262410', '265630', '236090', '233250', '231430', '245620', '257750', '105450', '221380', '244450', '274920', '204360', '238460', '301520', '301640', '65790', '304930', '227940', '287450', '35450', '236830', '289130', '342370', '255710', '291550', '391540', '440090', '442080']","['47890', '373420', '334230', '346110', '218620']"
744,"['30', '4000', '220', '320', '340', '360', '380', '400', '420', '1250', '35420', '11390', '24790', '43110', '92800', '70000', '620', '105600', '201570', '205790', '37400', '37420', '47890', '730', '57690', '218740', '223470', '228400', '208090', '212070', '236390', '214420', '239660', '262410', '265630', '206500', '224420', '233250', '218620', '238910', '550', '223530', '271590', '282440', '283290', '283430', '287100', '287120', '270550', '293540', '294160', '297020', '301520', '65790', '304930', '8600', '8660', '211500', '63380', '224600', '268420', '41300', '326960', '24240', '17570', '333930', '338180', '339280', '351570', '354500', '354510', '354520', '354530', '354540', '354550', '494710', '351140', '355180', '360480', '385770', '391460', '57300', '299360', '411180', '411181', '411182', '411183', '411184', '411185', '411186', '411187', '411188', '411189', '411190', '411191', '411192', '411193', '411194', '419910', '420090', '523480', '523481', '523482', '523483', '523484', '523485', '523486', '523487', '523488', '523489', '523490', '34270', '205230', '205950', '444640', '48000', '273350']","['261640', '203770', '346120', '359550', '110800']"
745,"['4000', '22380', '620', '113200', '204360', '222980', '17080', '99900', '104700', '107900', '113400', '113420', '200210', '208090', '218130', '238960', '243870', '286080', '39000', '214420', '218330', '223710', '248570', '250420', '262410', '265630', '202090', '206500', '224260', '226320', '239220', '246280', '263540', '253980', '242700', '266430', '550', '223530', '271590', '273110', '274190', '225840', '282440', '291210', '293260', '238460', '301520', '302830', '304050', '304930', '215080', '312990', '227940', '274900', '317360', '317400', '293500', '323370', '238590', '326960', '24240', '329110', '17570', '335240', '336670', '338180', '340460', '316390', '346120', '346900', '347630', '349480', '349580', '339280', '355180', '45770', '363970', '365300', '380360', '382490', '385770', '291550', '389570', '57300', '9480', '55230', '206420', '301910', '280790', '417860', '417890', '219740', '322330', '427270', '427730', '424280', '434110', '434570', '427920', '449050', '48000', '496920', '479130']","['218230', '55230', '394690', '291410', '321040']"
746,"['220', '240', '280', '320', '340', '360', '300', '30', '20', '50', '70', '130', '1200', '1230', '1280', '380', '2100', '2130', '3830', '7110', '2600', '6400', '6910', '6920', '4540', '4550', '475150', '2280', '9050', '9070', '2310', '4700', '420', '6880', '7010', '7020', '7060', '8000', '8080', '12160', '13200', '13210', '13230', '13240', '13250', '7650', '7660', '7730', '7760', '7770', '6330', '17100', '17120', '500', '12200', '22300', '19900', '22100', '23400', '10500', '9480', '17410', '15620', '11520', '22200', '10150', '22330', '22320', '3720', '21980', '37700', '25980', '23490', '10180', '10190', '20900', '17450', '11450', '12710', '12810', '550', '223530', '47730', '24980', '41700', '8850', '409720', '34030', '40100', '33230', '48700', '47700', '24960', '48120', '8190', '35140', '12220', '400', '3900', '3990', '8800', '16810', '34440', '34450', '34460', '57600', '34010', '33910', '33930', '219540', '39680', '50130', '45740', '4760', '47790', '47830', '22380', '42700', '42710', '34220', '20920', '16450', '21090', '21110', '21120', '43110', '55100', '48190', '47900', '34330', '620', '57900', '35480', '48720', '105600', '105400', '91700', '71390', '107300', '107310', '107100', '9200', '28050', '57690', '91310', '35450', '236830', '113200', '72850', '201280', '201870', '47400', '110800', '42680', '42690', '41070', '57400', '200260', '10220', '105450', '102500', '105800', '57740', '7520', '205790', '105430', '203770', '207610', '6980', '211600', '211740', '204100', '57650', '200550', '50300', '31410', '98800', '108500', '112100', '203730', '239430', '211420', '115320', '202170', '730', '208580', '8930', '200510', '212680', '207210', '202970', '202990', '212910', '205100', '219640', '232210', '7670', '8870', '409710', '223470', '208480', '220240', '203140', '205930', '43160', '228280', '217750', '218170', '224580', '203160', '233740', '233390', '1500', '1510', '1520', '1530', '233450', '224760', '228300', '234710', '234650', '214950', '225160', '225080', '239030', '218620', '235600', '241540', '49520', '238010', '221910', '261030', '261110', '262060', '221380', '264140', '264200', '230070', '211820', '367540', '230230', '373420', '282440', '288470', '290930', '201810', '245620', '296240', '300550', '216260', '286690', '287390', '303430', '63380', '240760', '259130', '404730', '312780', '345080', '239140', '4560', '9340', '20540', '228200', '231430', '330840', '291650', '282070', '334230', '319630', '246090', '292030', '355950', '227300', '232010', '258760', '302060', '302080', '346680', '362890', '367500', '375130', '377160', '287700', '311340', '391540', '394310', '250180', '312610', '366250', '397550', '15700', '413150', '368500', '421630', '350280', '379720', '48000']","['238370', '50130', '234140', '413150', '325610']"
747,"['220', '340', '4000', '400', '12120', '12250', '6060', '20500', '550', '223530', '70000', '620', '105600', '33440', '55230', '11020', '51100', '99900', '104700', '109400', '113400', '113420', '201230', '205710', '208030', '211500', '212070', '212160', '212390', '212500', '212800', '213650', '218230', '230410', '236390', '238260', '238960', '243870', '272350', '286080', '3483', '39000', '206480', '209870', '214420', '223710', '237310', '242590', '248570', '250420', '250600', '262410', '265630', '271290', '273550', '286100', '202090', '206500', '223750', '224260', '226320', '253710', '230050', '206420', '252950', '253530', '247120', '221910', '261570', '263760', '264710', '265930', '266430', '267530', '228380', '272860', '271920', '272060', '274920', '225840', '282440', '284160', '293540', '295710', '298240', '301520', '302830', '304050', '304930', '224600', '302380', '227700', '310370', '312280', '291480', '312990', '227940', '315600', '316010', '222900', '317400', '317470', '317790', '48900', '293500', '258160', '320140', '321480', '17580', '322170', '323370', '17570', '274940', '332310', '332570', '333930', '334370', '335240', '336510', '336670', '337950', '338000', '339120', '339610', '339600', '340810', '341720', '342980', '301910', '346010', '346250', '346330', '346900', '342480', '349480', '349700', '351800', '352160', '353130', '353360', '354200', '355180', '255710', '356130', '356520', '359800', '360870', '361280', '361630', '285920', '362070', '363970', '365050', '365300', '365670', '366530', '369200', '343440', '373330', '373720', '374570', '375220', '375950', '376570', '244050', '257400', '378300', '380360', '380600', '221560', '299420', '382490', '383080', '331710', '354850', '380140', '385770', '386360', '386510', '291550', '387860', '388490', '389430', '389570', '391780', '253030', '393530', '394120', '395520', '397100', '399520', '400030', '234140', '299360', '407530', '407840', '409160', '409510', '409670', '409690', '236110', '412400', '412470', '412940', '280790', '414730', '417860', '418040', '314000', '422630', '427270', '427520', '433340', '435060', '436110', '437900', '244930', '441020', '264120', '443580', '444560', '449040', '449140', '450390', '452780', '454600', '350280', '458560', '461560', '462930', '464700', '464800', '375600', '466910', '473770', '442220', '410560', '489460', '492800', '493370', '491130', '496920', '273350', '502550', '319630', '510050', '104900']","['391540', '234140', '377160', '242760', '263280']"
748,"['4000', '220', '320', '340', '360', '380', '400', '420', '13200', '13210', '13230', '13240', '13250', '15100', '22000', '500', '17470', '15620', '24740', '24800', '10180', '10190', '23490', '550', '223530', '33230', '46410', '42650', '17410', '50620', '8930', '22380', '42700', '42710', '31280', '42910', '34330', '99810', '48720', '620', '97100', '104200', '105600', '55150', '24240', '71340', '72850', '204030', '48000', '207650', '201870', '211440', '104900', '200260', '212680', '108800', '107100', '6910', '6920', '28050', '201280', '35140', '214340', '49520', '215510', '200510', '214560', '206440', '204360', '202970', '202990', '212910', '205790', '207730', '218680', '57690', '218740', '38600', '55230', '208480', '203140', '205930', '224420', '113020', '35720', '17080', '47410', '99900', '109600', '200210', '207230', '230410', '236390', '238960', '39000', '39120', '209870', '248570', '271290', '42160', '224260', '239220', '225260', '203160', '234370', '233720', '224760', '234290', '225360', '206190', '6880', '8190', '209000', '218620', '214550', '222900', '209160', '209170', '247120', '221910', '249130', '242700', '265930', '266130', '266430', '268240', '7670', '8850', '8870', '409710', '409720', '96200', '11450', '12710', '12770', '12830', '44340', '12810', '44320', '201700', '321040', '274250', '244850', '282440', '283880', '285580', '286120', '293540', '20510', '296050', '35450', '236830', '299460', '300040', '301520', '65790', '302830', '304930', '305280', '250400', '63380', '224600', '302380', '308580', '227700', '291480', '244630', '312990', '227940', '206420', '315430', '315640', '317400', '315260', '258160', '65980', '312150', '241930', '238590', '261640', '329380', '331440', '252490', '339160', '235360', '271590', '346010', '346900', '353560', '234920', '364690', '253030', '236110', '57300', '15700', '272890', '244930', '310380', '34270', '205230', '205950', '4720', '203750', '359550', '273350']","['341000', '292410', '203210', '22320', '200260']"
749,"['4000', '25890', '620', '105600', '96100', '48000', '70640', '205790', '105450', '207250', '4920', '47410', '99900', '105430', '109400', '200210', '213650', '218310', '238960', '245550', '343450', '263540', '217920', '221380', '228440', '113020', '242820', '231430', '207140', '368730', '252490', '252950', '253900', '251170', '219830', '8930', '294100', '214190', '307170', '280740', '314010', '236850', '730', '346110', '407530', '326460', '311210', '360480']","['247080', '8190', '50130', '17390', '272040']"
750,"['220', '340', '320', '360', '380', '4000', '6860', '420', '8190', '24780', '40800', '73010', '73020', '620', '57690', '110800', '730', '219150', '203140', '205930', '208090', '236390', '265630', '233450', '225420', '113020', '227300', '550', '223530', '222880', '65790', '310380', '9900', '227940', '314160', '317360', '24240', '346900', '35450', '255710', '365300', '253030', '57300', '440090', '462930', '48000', '319630']","['369200', '221100', '212910', '10090', '346330']"
751,"['30', '4000', '220', '320', '340', '360', '380', '400', '420', '34420', '11390', '23490', '24790', '29120', '500', '550', '223530', '45700', '31280', '92800', '70000', '620', '92100', '105600', '24240', '70660', '201570', '61310', '205790', '204860', '104900', '3900', '3990', '8800', '16810', '34440', '34450', '34460', '204180', '91310', '209080', '730', '204360', '49520', '219640', '232210', '212110', '220240', '221640', '220700', '99900', '208090', '215120', '230410', '206500', '225260', '233230', '227680', '216250', '234710', '210770', '236090', '72850', '224420', '1250', '35420', '239450', '9480', '40390', '55230', '225640', '248550', '218620', '206420', '250180', '253530', '3370', '3390', '3480', '3600', '78000', '221910', '3020', '264360', '264710', '268240', '269790', '270450', '203160', '11450', '12710', '12770', '12830', '44340', '222880', '275470', '225840', '277680', '282800', '285840', '291010', '293840', '296050', '222900', '297020', '35450', '236830', '299260', '286690', '287390', '304270', '304930', '306040', '8600', '8660', '211500', '63380', '268420', '314450', '314700', '315260', '317400', '329950', '333930', '338170', '340070', '344750', '346010', '349140', '349500', '351490', '354500', '354510', '354520', '354530', '354540', '354550', '494710', '370590', '373110', '374570', '383030', '384740', '384990', '388870', '391260', '391540', '391420', '392050', '392870', '397500', '407230', '272890', '416080', '426040', '407730', '433790', '434420', '447880', '461640', '463350', '379720', '473580', '473620', '473630', '473640', '473650', '486340']","['225840', '222880', '291550', '271590', '240']"
752,"['220', '340', '4000', '12120', '12250', '4580', '17390', '41800', '33230', '49800', '8930', '47890', '620', '105600', '97000', '107200', '23490', '33520', '33530', '57600', '22380', '58610', '208140', '214360', '234740', '730', '212680', '221260', '224540', '99900', '113420', '200210', '203290', '212070', '213650', '218230', '230410', '234310', '236390', '243870', '286080', '214420', '250420', '262410', '224260', '253710', '233740', '230050', '233450', '230150', '225420', '233720', '219740', '322330', '220200', '244850', '234390', '239820', '236850', '252490', '263760', '265930', '211820', '367540', '275670', '284160', '287220', '298630', '301520', '304050', '304930', '250400', '205790', '329130', '332500', '341800', '342980', '346010', '255710', '404410', '299360', '413150', '427520', '489220']","['238010', '292030', '218620', '22380', '227300']"
753,"['70', '220', '340', '4000', '6880', '17470', '17410', '24740', '550', '223530', '8190', '33910', '33930', '219540', '57300', '12210', '12220', '31280', '40800', '48190', '400', '620', '24240', '207610', '108800', '10', '80', '100', '240', '730', '220780', '4920', '220860', '205790', '219640', '232210', '43110', '226700', '204080', '11020', '104700', '206210', '218230', '248570', '224260', '224580', '203160', '230050', '233720', '234710', '218620', '47790', '47830', '107410', '247120', '221910', '261030', '263980', '265930', '221100', '270550', '7670', '8850', '8870', '409710', '409720', '222900', '296470', '302830', '304050', '304930', '310370', '227940', '318430', '333930', '335330', '346330', '389570', '299360', '244930', '461970', '378370', '375600']","['409710', '291480', '42710', '222880', '223470']"
754,"['220', '340', '4000', '4560', '228200', '2270', '1250', '35420', '3590', '34900', '41000', '8190', '70000', '104200', '92100', '105600', '91700', '24240', '113200', '65800', '204340', '104900', '219150', '13140', '17080', '38830', '99900', '102700', '109600', '113400', '203290', '206210', '213650', '218230', '230410', '236390', '238960', '39000', '209870', '223710', '239660', '251670', '265630', '202090', '216150', '224260', '239220', '257730', '203160', '10', '20', '30', '40', '50', '60', '70', '80', '100', '130', '240', '280', '300', '320', '360', '380', '400', '420', '500', '550', '620', '730', '223530', '218620', '253430', '247120', '265930', '266430', '221100', '218640', '273110', '274900', '282440', '222900', '238460', '301520', '304050', '304930', '244630', '312990', '227940', '315430', '317360', '318430', '205790', '326960', '211420', '17570', '333930', '334030', '335240', '336670', '322330', '346900', '349480', '349700', '351570', '39120', '355180', '355840', '360870', '361760', '363970', '365070', '388870', '401190', '236110', '417860', '273350']",
755,"['20', '50', '70', '130', '1600', '2400', '2420', '2430', '4000', '6200', '2280', '2290', '2300', '9050', '9070', '9160', '4760', '220', '320', '340', '360', '380', '400', '420', '500', '18470', '3590', '33910', '22320', '17390', '24720', '6060', '6000', '24860', '550', '223530', '8190', '61000', '8930', '22380', '38720', '91600', '620', '72200', '6910', '105600', '107200', '72850', '96400', '104900', '7670', '8850', '409710', '409720', '20500', '20530', '20550', '55110', '10', '80', '100', '240', '730', '208580', '49520', '34030', '214510', '226700', '57690', '221380', '13140', '47410', '99900', '113400', '201230', '208090', '212070', '212500', '218230', '236390', '243870', '39000', '262410', '265630', '224260', '239220', '253710', '224580', '233450', '233720', '220200', '223830', '244850', '91310', '216250', '218620', '250340', '219640', '232210', '251570', '252490', '252950', '107410', '220260', '242050', '263760', '108600', '265930', '266430', '221100', '270170', '273110', '277460', '278910', '246620', '290930', '299700', '301520', '65790', '304050', '304930', '58610', '222750', '251060', '63380', '227700', '9900', '244630', '227940', '222900', '317400', '6850', '6860', '6900', '203140', '205930', '247430', '41300', '307690', '24240', '333930', '333950', '349110', '322330', '355840', '363970', '365720', '365670', '387990', '394380', '244930', '437220', '444640', '459820', '466910']","['442080', '337000', '250900', '394360', '238430']"
